First,Last,Report,Date,Report Type
MIKE,ROUNDS,/search/view/annual/83ad5aa9-0a27-4a08-b53a-b9398c91783d/,2015,Annual Report
MIKE,ROUNDS,/search/view/ptr/52499168-0dec-404b-a9c6-c3f96da3f739/,04/09/2019,Periodic Transaction Report
MIKE,ROUNDS,/search/view/ptr/31ba15f9-3190-4872-8094-7044810a33c8/,05/20/2021,Periodic Transaction Report
MIKE,ROUNDS,/search/view/ptr/275ee2fc-a05b-4cee-8f0f-fa07992fc267/,10/17/2016,Periodic Transaction Report
MIKE,ROUNDS,/search/view/annual/f2ad1cc2-ab7b-46f5-bcee-f45fce789fd3/,2019,Annual Report
MIKE,ROUNDS,/search/view/ptr/2caaacb0-a481-4259-99f6-82650268df41/,08/13/2017,Periodic Transaction Report
MIKE,ROUNDS,/search/view/ptr/4c47b9b8-1018-4619-bc5d-7afa0a3c3abd/,10/30/2017,Periodic Transaction Report
MIKE,ROUNDS,/search/view/ptr/6fdcc5cc-bcbd-4cd5-8feb-0e94c0f906df/,04/13/2018,Periodic Transaction Report
MARCO,RUBIO,/search/view/annual/eb5d7f7d-ff82-4148-9b23-117dba681edb/,2015,Annual Report
MARCO,RUBIO,/search/view/annual/5c6e57c8-0dd9-4295-8889-a479e2ff3dcd/,2017,Annual Report
MARCO,RUBIO,/search/view/annual/7c7cb177-c85b-4679-b7dd-0f3917a88f2c/,2018,Annual Report
MARCO,RUBIO,/search/view/annual/0c19383b-78fd-407b-ba17-112ee578243b/,2020,Annual Report
MARCO,RUBIO,/search/view/annual/de85e0d9-7eeb-49b6-83df-67affd2df645/,2014,Annual Report
MARCO,RUBIO,/search/view/annual/6aad535c-ea12-4d64-9397-015dd1d2adc4/,2013,Annual Report
MARCO,RUBIO,/search/view/annual/dce7dc5e-a634-4235-9a0a-6a1609d2730e/,2016,Annual Report
MARCO,RUBIO,/search/view/annual/5b235f2e-6a63-4c29-9c1e-05a083bfb2f5/,2019,Annual Report
BERNARD,SANDERS,/search/view/annual/79926514-81b5-4154-9ded-e9b5779dc31d/,2016,Annual Report
BERNARD,SANDERS,/search/view/annual/90b6b9e6-f599-4b41-a564-cedff3454e6d/,2019,Annual Report
BERNARD,SANDERS,/search/view/annual/6656449d-bd0e-4302-a5f1-f7738f1240df/,2018,Annual Report
BERNARD,SANDERS,/search/view/annual/1329027b-c54a-456f-88cd-fa623d8588cb/,2013,Annual Report
BERNARD,SANDERS,/search/view/annual/5b31e45b-63c7-4ee2-8914-0cf6f4cadffc/,2014,Annual Report
BERNARD,SANDERS,/search/view/annual/c4a5f872-617c-4ea9-82b3-4ac52bde7779/,2020,Annual Report
BERNARD,SANDERS,/search/view/annual/35011dbe-0858-42a0-8f1c-ed39bcd67f4e/,2015,Annual Report
BERNARD,SANDERS,/search/view/annual/fbe78885-0e7f-4e56-9033-6c3c6e547946/,2017,Annual Report
BENJAMIN,SASSE,/search/view/annual/96382550-3d02-40cc-9fd8-777bd3136d46/,2020,Annual Report
BENJAMIN,SASSE,/search/view/annual/5b387af9-1158-4b31-b8f8-dc2000242f67/,2018,Annual Report
BENJAMIN,SASSE,/search/view/annual/ea04679f-a9c1-4d19-b174-cd9b9fda1807/,2015,Annual Report
BENJAMIN,SASSE,/search/view/annual/52f63244-5341-45f4-b572-bf63c5862768/,2014,Annual Report
BENJAMIN,SASSE,/search/view/annual/736b7926-41b0-43f6-b6ce-44bbadfa7cf0/,2016,Annual Report
BENJAMIN,SASSE,/search/view/annual/357bb4ea-195a-4b97-b921-fb9c3401a705/,2019,Annual Report
BENJAMIN,SASSE,/search/view/annual/7e8eb682-f9dd-4dc8-b4b3-96c6cdeb267e/,2017,Annual Report
BRIAN,SCHATZ,/search/view/annual/2a9bcaf7-63d0-4c94-a432-d9802e62c6af/,2015,Annual Report
BRIAN,SCHATZ,/search/view/annual/e327a13a-1794-4168-95e0-d26b5421f4af/,2013,Annual Report
BRIAN,SCHATZ,/search/view/annual/54d9a0d4-f5e1-434b-97ff-53f764a7f0f4/,2018,Annual Report
BRIAN,SCHATZ,/search/view/annual/2ec99e0f-6383-49f1-bd27-58bb001437c4/,2019,Annual Report
BRIAN,SCHATZ,/search/view/annual/f3b604ee-df18-475e-9954-d0e452d52247/,2014,Annual Report
BRIAN,SCHATZ,/search/view/annual/490db61b-5705-421b-8b06-1832f4d84190/,2017,Annual Report
BRIAN,SCHATZ,/search/view/annual/1ff046fb-0d84-47a1-bdd5-b538bc3b4048/,2020,Annual Report
BRIAN,SCHATZ,/search/view/annual/5963ff5d-7570-470c-9037-e5cadb99731a/,2016,Annual Report
CHARLES,SCHUMER,/search/view/annual/8af73a83-2f9d-48e0-884a-db9b47e92da4/,2013,Annual Report
CHARLES,SCHUMER,/search/view/annual/546103d6-aa6c-49da-b088-a05d61622531/,2016,Annual Report
CHARLES,SCHUMER,/search/view/annual/656ed50a-25d4-4341-bda4-5ccffce58be2/,2017,Annual Report
CHARLES,SCHUMER,/search/view/annual/aa689759-015a-42d0-bbea-eaa7f7508cc3/,2018,Annual Report
CHARLES,SCHUMER,/search/view/annual/36b8bc87-5fb2-4bee-a65d-242523577223/,2019,Annual Report
CHARLES,SCHUMER,/search/view/annual/3bb014b5-83d4-469a-9d5e-6fdb4bc7259e/,2020,Annual Report
CHARLES,SCHUMER,/search/view/annual/b7ed0084-7f74-4eb4-a330-1831bdcfa821/,2015,Annual Report
CHARLES,SCHUMER,/search/view/annual/223ece73-407f-44dd-b339-8e11d8f1781b/,2014,Annual Report
RICK,SCOTT,/search/view/ptr/3cfdaebe-eba9-4b90-9f87-c3b18d213656/,02/12/2020,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/04d279c4-2a06-42c9-94ab-903e116a76be/,04/17/2019,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/a324cfce-d7dd-4f8c-9903-2829ab6e90df/,02/04/2022,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/39701819-7165-4d51-a3d0-47ba61e239d6/,09/26/2020,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/85087a7f-92f9-460b-b3b6-1b9df7e5cd2b/,12/20/2019,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,06/12/2020,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/493baf8c-4c4a-449f-a5e6-d20fe910bf3b/,05/08/2019,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/a24acea9-5d87-46e6-978e-14fa5a4cffb3/,06/13/2019,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/c3050c14-89e4-4775-8e61-8031d2139cfa/,12/21/2020,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/aa752d93-269e-4b31-926e-fe2463d924ac/,10/03/2019,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/16198565-5608-4bb4-837b-4b8a02e9a050/,11/19/2021,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/e9f8ce31-2155-4723-8380-51f438de474c/,11/13/2019,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/9c5c1a62-11f3-4542-887a-8012c8f35640/,01/07/2022,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/c3fe07f1-d6ac-4dde-b5ce-c8678a61f0d4/,08/13/2020,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/891c7d3d-9085-47e2-8aa0-d20cf767487b/,01/21/2020,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/71d52432-2f3f-4692-acf0-7ba0d116d6c5/,07/24/2019,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/d5f6be77-a2f6-49c5-8f4d-e299ffae70db/,04/23/2021,Periodic Transaction Report
RICK,SCOTT,/search/view/annual/6b9fb205-454a-470b-b4cb-351f053b75e8/,2020,Annual Report
RICK,SCOTT,/search/view/annual/e71abac8-3967-4b0b-980b-71d9f32dfb11/,2018,Annual Report
RICK,SCOTT,/search/view/ptr/66076f89-c84b-43db-b818-b5e700a9b8fc/,03/15/2019,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/b8b37517-d4b4-41db-9396-e498d616ad57/,02/21/2019,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/54f358d2-7193-43cd-993c-f832c810a771/,04/17/2020,Periodic Transaction Report
RICK,SCOTT,/search/view/annual/825ba01d-0822-4344-8406-07684bec58f3/,2019,Annual Report
RICK,SCOTT,/search/view/ptr/5f219f13-10ce-46c2-a637-99c206a39eaf/,06/24/2021,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/98fe5365-9847-440a-95d9-cc5a2be582de/,07/13/2020,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/fe83be59-4d6a-4ade-8163-a12b214d71ab/,01/12/2021,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/d6b9057a-9de9-4ec1-a210-31683309ded2/,10/28/2021,Periodic Transaction Report
RICK,SCOTT,/search/view/ptr/abb66306-3276-4a3e-acd6-698cf63e71d4/,10/23/2020,Periodic Transaction Report
TIM,SCOTT,/search/view/annual/62876abf-eb17-46ea-9b56-cf42a376a074/,2013,Annual Report
TIM,SCOTT,/search/view/annual/78a51172-49db-4fed-aef5-e9765e207b71/,2019,Annual Report
TIM,SCOTT,/search/view/annual/7d7270fe-28f1-480f-b5cf-3586194cd004/,2015,Annual Report
TIM,SCOTT,/search/view/annual/14b2d623-0a35-41f3-84d3-72d29f9a1618/,2014,Annual Report
TIM,SCOTT,/search/view/annual/383d5d69-3b2a-49ba-a57d-eba2e97726b3/,2020,Annual Report
TIM,SCOTT,/search/view/annual/113ff9cd-3de3-4fec-97e8-589d19c7c6ee/,2017,Annual Report
TIM,SCOTT,/search/view/annual/4297f450-c922-4ad6-83cc-336b26b1f993/,2018,Annual Report
TIM,SCOTT,/search/view/annual/b6382983-b6f6-4864-95eb-724619a0b16b/,2016,Annual Report
JEANNE,SHAHEEN,/search/view/annual/84ba6931-cc90-4227-b33c-96fa00a503a3/,2020,Annual Report
JEANNE,SHAHEEN,/search/view/annual/2c058ab4-3dc8-44cc-9b9a-f55474c69d2d/,2019,Annual Report
JEANNE,SHAHEEN,/search/view/ptr/ae015c97-8a29-422d-8089-2e90bbfb125b/,05/23/2016,Periodic Transaction Report
JEANNE,SHAHEEN,/search/view/annual/f4b19410-7d86-404e-8f81-c058f4fd8a76/,2014,Annual Report
JEANNE,SHAHEEN,/search/view/annual/b2523a7d-f3fd-4382-9f86-fb8813951fd9/,2013,Annual Report
JEANNE,SHAHEEN,/search/view/ptr/9e63eb2b-5a2a-4cd6-9d86-1ea6157208c1/,06/21/2017,Periodic Transaction Report
JEANNE,SHAHEEN,/search/view/annual/8476c1bd-7f7c-4d3f-adf1-63d3e5a114f1/,2016,Annual Report
JEANNE,SHAHEEN,/search/view/annual/c8c719f6-ea9f-46d7-a719-8eabcbc4efd6/,2018,Annual Report
JEANNE,SHAHEEN,/search/view/annual/75a712eb-aa39-4f73-9760-4d5d34e8d527/,2015,Annual Report
JEANNE,SHAHEEN,/search/view/ptr/2e2d60b5-7f9d-43a8-8343-ddc2558d087c/,08/10/2020,Periodic Transaction Report
JEANNE,SHAHEEN,/search/view/annual/a577cc67-aab5-4155-aa1d-e8689f410fb4/,2017,Annual Report
RICHARD,SHELBY,/search/view/annual/a200beff-de6c-4510-ba9e-72defc388209/,2013,Annual Report
RICHARD,SHELBY,/search/view/annual/a101c0d5-12f9-491b-84fb-0e38f745ed18/,2014,Annual Report
RICHARD,SHELBY,/search/view/annual/b69a1c48-6028-430e-9b4b-2e98c5fcff7e/,2019,Annual Report
RICHARD,SHELBY,/search/view/annual/ebe6e3bf-258b-4b60-bee9-e4f2dcb320bf/,2016,Annual Report
RICHARD,SHELBY,/search/view/annual/8400b557-eea6-4619-b50a-3a2b7ec65c79/,2015,Annual Report
RICHARD,SHELBY,/search/view/annual/82255b6b-a66f-4f68-8663-58974aefc0fc/,2017,Annual Report
RICHARD,SHELBY,/search/view/annual/312ad863-7017-4cc2-a412-a61adeae6c91/,2018,Annual Report
RICHARD,SHELBY,/search/view/annual/f77128bc-11ad-424d-99d0-03edc3704901/,2020,Annual Report
KYRSTEN,SINEMA,/search/view/annual/6e7c1704-b745-4e40-a3e2-a9cd0d674c53/,2018,Annual Report
KYRSTEN,SINEMA,/search/view/annual/429aa5eb-0b1f-470b-a5ee-10eaf7f43770/,2020,Annual Report
KYRSTEN,SINEMA,/search/view/annual/a2e4ca81-4659-4dd8-a11d-567c49327421/,2019,Annual Report
TINA,SMITH,/search/view/ptr/a01704e8-58d6-42ee-a525-300381ea2f49/,04/24/2019,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/e4eae413-9ad7-4ccf-a37c-a277a55707cc/,04/20/2018,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/63d39c23-dc3a-46ac-a187-086b780d8be7/,03/06/2018,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/8eae5ca1-bec4-44fd-b294-088d17ed7760/,04/16/2020,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/f02241a5-ba65-429f-ab64-3d97674f8e77/,11/14/2018,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/b5aa283c-4a0b-44f2-8571-e68bf04c6984/,08/21/2018,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/5aa4f067-861b-466a-95e5-6d31e3d79ea1/,04/09/2018,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/e9e4b334-837b-46ad-86c1-f582d040faed/,10/23/2019,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/2235b033-9cb7-43af-8e69-d55ce1a23561/,09/19/2018,Periodic Transaction Report
TINA,SMITH,/search/view/annual/99e75a7c-4f4d-449e-a7e7-ffa5e67e8dda/,2019,Annual Report
TINA,SMITH,/search/view/ptr/981f36ec-4d37-4060-9091-8137d76e7a95/,01/29/2018,Periodic Transaction Report
TINA,SMITH,/search/view/annual/633b7c81-545e-4072-a09b-a7fe8665fd20/,2017,Annual Report
TINA,SMITH,/search/view/annual/79576572-b889-4d48-ad0f-18240115e83b/,2018,Annual Report
TINA,SMITH,/search/view/annual/8f9b7540-83be-43f5-8692-961adf16cf34/,05/03/2018,New Filer Report for 01/03/2018
TINA,SMITH,/search/view/annual/ba4992b2-d537-4c70-a2ae-03b1ae293899/,2020,Annual Report
TINA,SMITH,/search/view/ptr/d6d82ed2-cdde-4953-9ac8-97566630a7a4/,05/31/2020,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/1c08a95d-02db-456c-8b96-e3e27ed2dc29/,05/10/2021,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/fd4807b4-12c1-4014-9ed0-c4933dcb7446/,06/11/2018,Periodic Transaction Report
TINA,SMITH,/search/view/ptr/2c7444a7-64a1-412c-a6d7-c6b3c54de9fe/,10/25/2019,Periodic Transaction Report
DEBBIE,STABENOW,/search/view/annual/3306c63b-3995-4eb6-8fe0-77103e265a21/,2017,Annual Report
DEBBIE,STABENOW,/search/view/annual/05a4668c-056b-4542-87bb-47d23856503f/,2013,Annual Report
DEBBIE,STABENOW,/search/view/annual/ed61dae5-c7b4-4d32-8f59-e2a888bd4c80/,2015,Annual Report
DEBBIE,STABENOW,/search/view/annual/409c9395-a017-48bc-843b-aff138f9c92f/,2016,Annual Report
DEBBIE,STABENOW,/search/view/annual/879afb34-ce9d-412f-9d01-70c15bcac8e7/,2020,Annual Report
DEBBIE,STABENOW,/search/view/annual/6e52ede8-6805-4256-8e25-2bc74a9b3aa8/,2018,Annual Report
DEBBIE,STABENOW,/search/view/annual/283a31a6-8c74-437f-98cd-171bfc9437df/,2019,Annual Report
DEBBIE,STABENOW,/search/view/annual/e7debda5-b197-4130-87ed-6b47ad0c51fb/,2014,Annual Report
DANIEL,SULLIVAN,/search/view/ptr/378080ec-6299-4274-a5e6-aa4f68577985/,04/13/2021,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/ptr/1a744b68-61f5-4313-9eb4-533bd2f33aee/,11/06/2019,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/ptr/21f72e24-9365-46e8-8cfc-c5a5a2a4ca99/,07/14/2020,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/ptr/cbd26d64-e82e-4abf-8e86-30e979445f66/,08/07/2019,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/annual/4cdbb5a4-9b8d-4bc1-ae39-c3e6cf844712/,2018,Annual Report
DANIEL,SULLIVAN,/search/view/annual/087555f1-4fb5-4e40-9b10-b255f1d2e7ff/,2017,Annual Report
DANIEL,SULLIVAN,/search/view/ptr/954bf027-bb1c-4ee1-bb59-f6e1ff493de3/,11/01/2018,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/ptr/761ccdcd-aa8f-42fa-884a-5e67c47199e5/,04/08/2019,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/ptr/2370428e-29f1-4129-b870-ec79f89a6518/,08/03/2016,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/annual/98aef556-178b-432a-a3e4-77304aff03ba/,2014,Annual Report
DANIEL,SULLIVAN,/search/view/annual/2ef7601b-1735-4b8e-bbb6-9642c15ec4e9/,2016,Annual Report
DANIEL,SULLIVAN,/search/view/annual/56df4346-3c17-48d6-9fa1-d5ad99310676/,2015,Annual Report
DANIEL,SULLIVAN,/search/view/ptr/6369d27e-cd94-49ef-8340-471a4d454344/,07/24/2018,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/annual/7567775a-9f88-42a7-b906-68a4449865a5/,2020,Annual Report
DANIEL,SULLIVAN,/search/view/ptr/eb7f09d1-cd5b-48b5-a073-89dfe1a14f1c/,04/11/2020,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/annual/14ca602a-6017-4696-9534-f154dd5801c8/,2019,Annual Report
DANIEL,SULLIVAN,/search/view/ptr/3a6112bd-ea39-47b0-ab72-5e30a8e1d9c4/,01/03/2019,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/ptr/494b2c1a-2a7d-4395-bb0b-ee26e2f2e0f5/,10/09/2018,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/ptr/033d040a-4fe0-4d8e-a37e-355a174d0b52/,07/24/2018,Periodic Transaction Report
DANIEL,SULLIVAN,/search/view/ptr/fb2ec813-dbc5-48d6-b73e-fe88276133c7/,06/15/2020,Periodic Transaction Report
RAYMOND,TESTER,/search/view/annual/ecd463b4-2eec-4324-8346-103814f613f7/,2019,Annual Report
RAYMOND,TESTER,/search/view/annual/587b3e99-44bf-4de1-9e20-ce289cfbf50b/,2018,Annual Report
RAYMOND,TESTER,/search/view/annual/85476ee0-eb65-4913-ba5b-e0e7f3a08be3/,2017,Annual Report
RAYMOND,TESTER,/search/view/annual/fbcb1272-c130-483b-bd47-0c26fd610c48/,2013,Annual Report
RAYMOND,TESTER,/search/view/annual/0ef5ce50-6f26-4dea-8693-f1d85371282a/,2016,Annual Report
RAYMOND,TESTER,/search/view/annual/259f298d-5631-40e8-88da-683f3431c2d1/,2014,Annual Report
RAYMOND,TESTER,/search/view/annual/f890a5f1-bfb7-41c4-89a7-23ad9c1badcb/,2020,Annual Report
RAYMOND,TESTER,/search/view/annual/c72ba1bf-1e12-4acd-a91b-b233ffceb44e/,2015,Annual Report
JOHN,THUNE,/search/view/ptr/ef1c990c-0eda-434f-ab4d-987550fa9738/,01/14/2022,Periodic Transaction Report
JOHN,THUNE,/search/view/annual/63ffa077-4d9a-4866-af6d-0e0ab86031c3/,2014,Annual Report
JOHN,THUNE,/search/view/annual/7f956a5a-de27-4cbc-aa7d-1aebf06e515f/,2016,Annual Report
JOHN,THUNE,/search/view/annual/75f38b36-c245-47ff-a8ef-18a34b15b13a/,2018,Annual Report
JOHN,THUNE,/search/view/annual/239fe8a8-8dd3-43df-bb0e-4a5705e53491/,2017,Annual Report
JOHN,THUNE,/search/view/annual/0be391d3-7a82-4a17-9189-7bf0201f95ae/,2019,Annual Report
JOHN,THUNE,/search/view/annual/8d275a82-1d67-40cc-a9ac-fadb56e72cc4/,2013,Annual Report
JOHN,THUNE,/search/view/annual/ee59af4b-0bad-4647-b2a3-5fa4c0619778/,2015,Annual Report
JOHN,THUNE,/search/view/annual/f332f4a8-8f9e-4016-a270-1927ea748d6b/,2020,Annual Report
THOMAS,TILLIS,/search/view/annual/008b142d-54f3-4e9b-8aca-f378eb9b9cf0/,2020,Annual Report
THOMAS,TILLIS,/search/view/annual/6c0c295d-08a5-4a3f-b834-1cd880e19737/,2016,Annual Report
THOMAS,TILLIS,/search/view/annual/d0a57235-18e3-4ea9-af43-0d64b4bec24f/,2017,Annual Report
THOMAS,TILLIS,/search/view/ptr/44a21895-607d-48b6-89d9-0876caad796f/,02/27/2019,Periodic Transaction Report
THOMAS,TILLIS,/search/view/annual/7ffeb314-bfc3-472c-96ff-46660763ab82/,2014,Annual Report
THOMAS,TILLIS,/search/view/ptr/bbdeaa6d-dcb6-41fa-a5d5-cb5e5d10af6b/,02/26/2015,Periodic Transaction Report
THOMAS,TILLIS,/search/view/annual/ed4493b1-aec5-4cb3-a53e-b5173b58f1af/,2019,Annual Report
THOMAS,TILLIS,/search/view/annual/207d8714-8cd0-4f83-a474-5ac682ed92e8/,2018,Annual Report
THOMAS,TILLIS,/search/view/annual/de597d2a-12c3-4541-9be8-966fd92c99ce/,2015,Annual Report
THOMAS,TILLIS,/search/view/ptr/c7e41996-1636-4615-8d99-3fe47ca90f95/,02/17/2017,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/bc5abd7e-9920-40bf-91ed-0c3cc78ca5f5/,06/26/2014,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/a955c070-bf0f-4c41-afaa-57edfc0d6276/,03/03/2017,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/574d62bd-eab2-416f-8249-3bc33b68f681/,03/21/2016,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/9b46abe5-1ef6-418d-811e-fbd5f56a1f49/,01/09/2020,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/54bc8764-f9ae-4467-b3d3-e930069c929e/,08/06/2019,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/annual/71936d3d-dbbc-4a64-b0c8-fc1a201a3a4f/,2017,Annual Report
PATRICK,TOOMEY,/search/view/ptr/53509c9e-b701-403e-b900-fd3a0db40067/,08/15/2014,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/c5686418-bc96-42e3-923a-01fe2ea062cc/,04/14/2015,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/7c9adca9-c82a-49a8-b6d0-a5bc200a0dbc/,09/11/2020,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/annual/be99736b-3054-4f97-909b-a4d835a18cac/,2016,Annual Report
PATRICK,TOOMEY,/search/view/ptr/b84a1f1a-2d61-4784-b25b-91cb4ab93224/,07/18/2018,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/98b3f68c-01cd-4642-8c17-ecadc1cbeb93/,05/20/2015,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/a0d83240-7025-4a7d-86b7-75dd97b12d47/,07/09/2015,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/1036d588-6f60-4695-9b88-610bf7540e22/,02/11/2016,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/37a7e285-49c2-425c-a02a-c40330e2e52b/,04/26/2021,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/7357cb58-7a3d-433c-916d-9322da48a0df/,06/16/2016,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/57974e65-dc53-4580-94c9-0b9b606f5297/,01/12/2016,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/69cda188-95a7-447b-bea4-7db654c19c1d/,09/07/2016,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/annual/1180b719-708f-490b-a5fc-330a18b1a11b/,2014,Annual Report
PATRICK,TOOMEY,/search/view/ptr/b9d4231c-0316-4175-8aa8-42cfd432c61c/,12/21/2017,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/4e8b01eb-32f4-444e-8c47-fb164a5a5560/,12/21/2017,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/4ae9501c-7657-4472-b2f1-3a7179219dbd/,09/09/2021,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/a622eaed-e4dc-4093-b5f5-e4fbd1834af1/,08/03/2018,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/5e64a4c2-f31a-4f7d-940a-eee2a9909e4d/,02/09/2017,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/ccac59b4-ae2d-47b6-ae63-69a4f1f5f968/,04/10/2018,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/80a7c16c-49b9-4b5a-aede-1acb63995cd4/,08/13/2019,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/e221dafd-ffc8-4d07-856d-46d82f1d5b65/,08/13/2020,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/annual/76ce1651-f934-4bef-91fb-402ef043d1dd/,2020,Annual Report
PATRICK,TOOMEY,/search/view/ptr/26f2c5b8-4bed-4ba0-a4b0-94ddcddc8d95/,11/15/2021,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/86066604-e395-4641-a526-3efb31cd28b7/,11/04/2015,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/ee4d98a7-b202-40e3-b301-34e7eea7d58c/,02/07/2018,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/47763e88-79c4-477e-af8d-5d5b3bc5ede4/,03/06/2020,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/223c257d-c473-401f-bcf1-d76494f15a9d/,06/18/2014,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/6daf2369-34e9-4df7-a327-d9498fa21c84/,10/30/2014,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/0e79d520-ab5e-4b3a-83ec-8a4c4c57538d/,10/05/2018,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/b5a212bb-ad2c-48e4-9d21-db8d13f8ee78/,03/09/2021,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/df1f5423-6aa5-4b12-a044-283ee7422965/,09/09/2014,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/annual/cad5ec74-d224-4143-809f-b4e8a63cf564/,2018,Annual Report
PATRICK,TOOMEY,/search/view/annual/39bd4a47-8437-4b59-a284-1fee143e5af2/,2015,Annual Report
PATRICK,TOOMEY,/search/view/ptr/afa826b7-2b0a-400a-8023-c94dcae64f6b/,12/29/2014,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/c56210d5-0612-4026-a361-df15fb546545/,07/16/2015,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/7d2bc1ec-5ae5-4073-aaa6-07e8cfbcd6a2/,11/05/2014,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/aa1a643b-f4cf-41f8-81be-c37589af8359/,12/10/2019,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/4d20e452-45cf-472f-b5c2-d60bf9808e6a/,12/21/2017,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/annual/a9d1e921-dbc1-4de5-8f73-4c554b28f0c3/,2019,Annual Report
PATRICK,TOOMEY,/search/view/ptr/27814738-4c62-4dcf-861c-c3662be473e8/,01/10/2018,Periodic Transaction Report
PATRICK,TOOMEY,/search/view/ptr/428a100c-5ccb-4e43-9a4b-959cf8f93eba/,03/23/2015,Periodic Transaction Report
